handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/7419,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM014,Cassa No. 2 contenente la somma della cassa del Consolato - Konsolosluk nakit yekununu içerir nakit defteri No. 2,,,,Open Access,,,,,,,1913-09-19; 1919-03-17,SALT Research,İtalyanca - Italian,Defter - Register,20-25 cm; Handwritten,136,,,45253,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7419
123456789/12863,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM007,Registro d'amministrazione della tutela severino rocchetti contenete le spese della tutela - Muhafız gücünün masraflarını içerir Severino Rocchetti'ye ait muhafız gücünün idaresi defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,1871-06-02; 1874-06-30,SALT Research,İtalyanca - Italian,Defter - Register,"19,5-27 cm; Handwritten",48,,,45246,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12863
123456789/12864,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM015,Brutta copia contenete un breve tema sulla contabilita - Muhasebecilik üzerine kısa bir metin içeren müsvedde defteri,,,,Open Access,,,,,,,,SALT Research,İtalyanca - Italian,Defter - Register,15-19 cm; Handwritten,90,,,45254,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12864
123456789/12865,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM017,Registro degli stipendi e delle paghe del Consolato - Konsolosluk maaş ve ödeme defteri,,,,Open Access,,,,Mancano le pagine 1- 77 - 1 - 77 arası sayfalar eksik. HA LA COPERTA-KAPAĞI VAR.,,,1915; 1915,SALT Research,İtalyanca - Italian,Defter - Register,"19,5-28,5 cm; Handwritten",,,,45256,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12865
123456789/12866,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM019,Registro di contabilità del Consolato - Konsolosluk muhasebe defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,1919-05; 1920-07,SALT Research,İtalyanca - Italian,Defter - Register,24-36 cm; Handwritten,73,,,45258,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12866
123456789/13077,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM004,Registro dei conti di lavori artigianali fatti per il consolato - Konsolosluk için yapılan usta işlerinin hesap defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,,SALT Research,İtalyanca - Italian,Defter - Register,"15,5-21 cm; Handwritten",67,,,45243,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13077
123456789/13078,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM016,Registro degli stipendi e delle paghe del Consolato - Konsolosluk maaş ve ödeme defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,1915; 1918,SALT Research,İtalyanca - Italian,Defter - Register,"17,5-20 cm; Handwritten",71,,,45255,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13078
123456789/13101,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM001,Registro di numero dei giorni di lavaro degli operai - İşçilerin iş günü sayısı defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,,SALT Research,İtalyanca - Italian,Defter - Register,16-23 cm; Handwritten,28,,,45240,Hilal Aktaş,,24.06.2009,,24.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13101
123456789/13102,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM005,Quaderno dei conti degli artigini Armeni -  Ermeni ustaların hesap defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,1864; 1864,SALT Research,Ermenice - Armenian,Defter - Register,17-24 cm; Handwritten,81,,,45244,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13102
123456789/13103,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM013,Riassunto delle pese mensili del personale del Consolato - Konsolosluk personelinin aylık masraf özetleri gösterir defter,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,1914; 1915,SALT Research,İtalyanca - Italian,Defter - Register,15-21 cm; Handwritten,29,,,45252,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13103
123456789/13140,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM002,Registro di numero dei giorni di lavoro degli operai,,,,Open Access,Registro è brutta copia - Defter müsvedde niteliğindedir.,,,Ha la coperta - Cildi var.,,,,SALT Research,İtalyanca - Italian,Defter - Register,"17,5-23 cm; Handwritten",52,,,45241,Hilal Aktaş,,24.06.2009,,24.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13140
123456789/13141,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM009,Registro de salari annuali dei guardiani ulla base di somma dei salari mensili - Aylık maaş toplamı üzerinden gardiyanların yıllık maaş defteri,,,,Open Access,,,,Ha la coperta - Cildi var.,,,1904-04-30; 1907-10-30,SALT Research,İtalyanca - Italian,Defter - Register,17-40 cm; Handwritten,114,,,45248,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13141
123456789/13142,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM012,Registro dei depositi fissi contenente la somma della cassa del Consolato - Konsolosluk nakit yekununu içerir teminat defteri,,,,Open Access,,,,428 Ordini-428 Kayıt. Ha la coperta - Kapağı var..,,,1912-04-10; 1914-09-30,SALT Research,İtalyanca - Italian,Defter - Register,"16,5-20 cm; Handwritten",194,,,45251,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13142
123456789/13196,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM006,Quaderno dei conti degli artigini Armeni -  Ermeni ustaların hesap defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,,SALT Research,Ermenice - Armenian,Defter - Register,"16-21,5 cm; Handwritten",23,,,45245,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13196
123456789/13197,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM010,Prelevazioni Signore S Cafalci 10 Maggio 1909 - Bay Cafalci'ye ait tasarruf hesabı bakiyesi 10 Mayıs 1909,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,1909-06-15; 1909-11-15,SALT Research,İtalyanca - Italian,Defter - Register,"10,5-16 cm; Handwritten",5,,,45249,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13197
123456789/13198,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM018,Avance de pension - Emekli avans defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,1919; 1921,SALT Research,Fransızca - French,Defter - Register,20-28 cm; Handwritten,77,,,45257,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13198
123456789/13239,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM003,La scheda contiene 12 conti preparati dai diversi artigiani lavoranti per il consolato - Dosya konsolosluk adına çalışan farklı ustaların hazırladıkları hesap pusulalarını içerir.,,,,Open Access,,,,,,,1862-07-06; 1863-10-30,SALT Research,İtalyanca - Italian,Dosya - File,"15,5-21 cm; Handwritten",17,,,45242,HILALA,,24.06.2009,,24.06.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13239
123456789/13240,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM008,Registro delle spese rimborsabili dragomani e guardie - Tercüman ve gardiyanlara ait geri ödenebilir masraf defteri,,,,Open Access,,,,Ha la coperta - Cildi var.,,,1889-01-31; 1907,SALT Research,İtalyanca - Italian,Defter - Register,26-35 cm; Handwritten,115,,,45247,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13240
123456789/13241,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Accounting Office",ITCNM011,Registro dei riporti delle spese - Masraf rapor defteri,,,,Open Access,,,,Ha la coperta - Kapağı var.,,,,SALT Research,İtalyanca - Italian,Defter - Register,"10,5-16 cm; Handwritten",9,,,45250,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13241
123456789/7405,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC005,Le corrispondanze del Consolato Generale di Costantinopoli con gli altri consolati e gli agenti consolari sia in Turchia sia estera - İstanbul Konsolosluğu'nun gerek Türkiye gerek yurtdışı konsolosluk ve konsolosluk acenataları ile yaptığı yazışmalar.,,,,Open Access,,,,445 Ordini- 445 Kayıt.,,,1876-01-03; 1876-12-31,SALT Research,İtalyanca - Italian,Defter - Register,20-30 cm; Handwritten,,,,45158,Hilal Aktaş,,10.03.2009,,10.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7405
123456789/7406,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC009,Corrispondenza miscellanea del Consolato di Costantinopoli coi sindachi d'Italia in materia civilea - İstanbul Konsosluğu'nun İtalyan belediye makamları ile genel konulara ilişkin muhtelif konularda yazışmalar.,,,,Open Access,,,,461 Ordini- 461 Kayıt.,,,1874-01-05; 1875-12-23,SALT Research,İtalyanca - Italian,Defter - Register,"20,5-30,5 cm; Handwritten",,,,45162,Hilal Aktaş,,03.03.2009,,03.03.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7406
123456789/7407,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC010,Corrispondenza miscellanea del Consolato di Costantinopoli coi sindachi d'Italia in materia civilea - İstanbul Konsolosluğu'nun İtalyan belediye makamları ile genel konulara ilişkin muhtelif konularda yazışmalar.,,,,Open Access,,,,353 Ordini-353 Kayıt.,,,1876-01-03; 1876-12-22,SALT Research,İtalyanca - Italian,Defter - Register,20-30 cm; Handwritten,641,,,45163,Ümit Servi,,04.03.2009,,04.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7407
123456789/7408,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC017,Le corripondanze del Consolato di Costantinopoli con il ministero degli affari esteri in affari in genere / No. 6 - Genel konularda İtalyan Dışişleri Bakanlığı'nın sorularına cevap niteliğinde yazışmalar / No. 6,,,,Open Access,,,,176 Ordini- 176 Kayıt/Con l'indice - İndeks ile.,,,1883-06-12; 1885-06-30,SALT Research,İtalyanca - Italian,Defter - Register,20-31 cm; Handwritten,,,,45170,Hilal Aktaş,,11.03.2009,,11.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7408
123456789/7409,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC019,Corrispondenza ministero degli affari esteri serie contabilita successione - Yazışmalar Dışişleri Bakanlığı muhasebe veraset serisi,,,,Open Access,,,,Riassunti - Özetler,,,1857-03-04; 1870-12-15,SALT Research,İtalyanca - Italian,Defter - Register,24-35 cm; Handwritten,,,,45172,Hilal Aktaş,,11.03.2009,,11.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7409
123456789/7410,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC020,Corrispondenza ministero degli affari esteri seri contabilita - Yazışmalar Dışişleri Bakanlığı muhasebe serisi,,,,Open Access,La data dell'ordine di 1 Gennaio 1878 deve essere 1879 - 1 Ocak 1878 kaydının tarihi 1879 olmalı.,,,284 Ordini-284 Kayıt.,,,1876-07-01; 1886-08-25,SALT Research,İtalyanca - Italian,Defter - Register,22-27 cm; Handwritten,489,,,45173,Ümit Servi,,12.03.2009,,12.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7410
123456789/7411,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC033,"Corrispondanze miscallenea con i sindachi, i consolati, i ministeri, no. 16 - Muhtelif konularda belediye, konsolosluk, bakanlıklarla yazışmalar, no. 16",,,,Open Access,,,,105 Ordini-105 Kayıt.,,,1884-03-16; 1884-05-06,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,120,,,45186,Ümit Servi,,14.04.2009,,14.04.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7411
123456789/7412,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC035,"Corrispondenza miscellanea con i sindachi, i consolati, i ministeri, No. 18 - Muhtelif konularda belediye, konsolosluk, bakanlıklarla yazışamalar, No 18",,,,Open Access,,,,279 Ordini-279 Kayıt,,,1884-12-06; 1885-06-10,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,500,,,45188,Ümit Servi,,28.04.2009,,28.04.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7412
123456789/7413,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC036,"Corrispondenza miscellanea con i sindachi, i consolati , i ministeri , no. 19 - Muhtelif konularda belediye, konsolosluk, bakanlıklarla yazışmalar No.19",,,,Open Access,,,,335 Ordini-335 Kayıt/ Con l'indice vuoto - Boş indeks ile,,,1885-06-09; 1885-09-29,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,500,,,45189,Ümit Servi,,28.04.2009,,28.04.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7413
123456789/7414,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC038,"Corrispondenza miscellanea con i sindachi, i consolati , i ministeri , no. 21 - Muhtelif konularda belediye, konsolosluk, bakanlıklarla yazışmalar No.21",,,,Open Access,,,,347 Ordini-347 Kayıt,,,1886-02-08; 1886-06-17,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,498,,,45191,Ümit Servi,,28.04.2009,,28.04.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7414
123456789/7415,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC048,Corrispondanze registro unico No.7 delle risposte del Consolato di Costantinopoli alle domande delle autorità sia Italiane sia Turche - Konsolosluğun gerek İtalyan gerek Türk makamların sorularına ilettiği cevapları içeren tek defter No.7,,,,Open Access,,,,513 Ordini-513 Kayıt.,,,1889-05-06; 1889-08-29,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,700,,,45201,Ümit Servi,,12.05.2009,,12.05.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7415
123456789/7416,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC052,"Corrispondanze registro unico con i ministeri, con le autorità locali Turche e Italiane e con le varie societa Italiane situate a Costantinopoli - Bakanlıklar, yerel Türk ve İtalyan makamlar ve İstanbul'da bulunan İtalyan cemiyetleriyle yazışmaları içeren tek defter.",,,,Open Access,,,,363 Ordini-363 Kayıt.,,,1891-08-18; 1891-10-23,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,502,,,45205,Ümit Servi,,02.06.2009,,02.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7416
123456789/7417,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC062,"Corrispondanze registro unico con i ministeri, con le autorità locali Turche e Italiane e con le varie societa Italiane situate a Costantinopoli - Bakanlıklar, yerel Türk ve İtalyan makamlar ve İstanbul'da bulunan İtalyan cemiyetleriyle yazışmaları içeren tek defter.",,,,Open Access,,,,680 Ordini-680 Kayıt/ Le pagine tra 374 - 496 sono vuote  - 374 - 496 arası boş sayfa,,,1896-06-20; 1896-11-21,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,370,,,45215,Ümit Servi,,03.06.2009,,03.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7417
123456789/7418,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC063,Copia lettera contenete i conti dei lavori artisanali fatti per il consolato con la maggior parte dai artigiani Greci - Çoğunluğu Rum ustalar olmak üzere artizanal faaliyetlere ilişkin hesap pusulalarını içeren suret defteri,,,,Open Access,,,,Con l'indice - İndeks ile,,,1902-09-18; 1904-09-30,SALT Research,Fransızca - French; Osmanlı Türkçesi - Ottoman Turkish,Defter - Register,22-27 cm; Handwritten,512,,,45216,Hilal Aktaş,,24.06.2009,,24.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/7418
123456789/12839,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC072,Le corrsipondanze appartenenti a Societe anonyme d'assurance générale de Constantinopole (Colombo) - Colombo adlı İstanbul'da bulunan anonim sigorta şirketine ait yazışmalar.,,,,Open Access,,,,,,,1919-08-30; 1920-11-24,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,138,,,45225,Hilal Aktaş,,24.06.2009,,24.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12839
123456789/12849,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC003,Le corrispondanze del Consolato Generale di Costantinopoli con gli altri consolati e gli agenti consolari sia in Turchia sia estera - İstanbul Konsolosluğu'nun gerek Türkiye gerek yurtdışı konsolosluk ve konsolosluk acenataları ile yaptığı yazışmalar.,,,,Open Access,,,,292 Ordini- 292 Kayıt.,,,1873-01-09; 1873-12-29,SALT Research,İtalyanca - Italian,Defter - Register,20-30 cm; Handwritten,378,,,45156,Ümit Servi,,04.03.2009,,04.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12849
123456789/12850,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC013,Le corrispondanze del Consolato di Costantinopoli con le citt d'Italia in materia civile e commerciale - İstanbul Konsolosluğu'nun İtalyan şehirleri ile genel ve ticaret konularına ilişkin yazışmalarını içerir.,,,,Open Access,,,,169 Ordini- 169 Kayıt.,,,1874-01-05; 1877-06-14,SALT Research,İtalyanca - Italian,Defter - Register,"20,5-30,5 cm; Handwritten",334,,,45166,Ümit Servi,,04.03.2009,,04.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12850
123456789/12851,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC016,Le corripondanze del Consolato di Costantinopoli con il ministero degli affari esteri in affari in genere / No. 2 - Genel konularda İtalyan Dışişleri Bakanlığı'nın sorularına cevap niteliğinde yazışmalar / No. 2,,,,Open Access,,,,312 Ordini-312 Kayıt.,,,1877-09-19; 1877-12-28,SALT Research,İtalyanca - Italian,Defter - Register,20-31 cm; Handwritten,483,,,45169,Ümit Servi,,04.03.2009,,04.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12851
123456789/12852,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC018,Le corripondanze del Consolato di Costantinopoli con il ministero degli affari esteri in affari in genere / No. 7 - Genel konularda İtalyan Dışişleri Bakanlığı'nın sorularına cevap niteliğinde yazışmalar / No. 7,,,,Open Access,,,,758 Ordini-758 Kayıt.,,,1885-05-01; 1886-07-28,SALT Research,İtalyanca - Italian,Defter - Register,20-31 cm; Handwritten,,,,45171,Hilal Aktaş,,11.03.2009,,11.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12852
123456789/12853,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC021,Corrispondenza ministero degli affari esteri serie successioni e stato civile - Yazışmalar Dışişleri Bakanlığı veraset ve medeni durum serisi,,,,Open Access,,,,300 Ordini-300 Kayıt/Con l'indice - İndeks ile.,,,1877-05-30; 1883-02-16,SALT Research,İtalyanca - Italian,Defter - Register,22-27 cm; Handwritten,493,,,45174,Ümit Servi,,12.03.2009,,12.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12853
123456789/12854,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC023,"Corrispondenza miscellanea del Consolato di Costantinopoli con i sindachi, i consolati ed i ministeri no. 1 - İstanbul Konsolosluğu'nun çeşitli belediye, konsolosluk ve bakanlıklarla muhtelif konularda yazışmalarını içerir No. 1",,,,Open Access,,,,275 Ordini-275 Kayıt.,,,1876-09-05; 1877-06-06,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,499,,,45176,Ümit Servi,,19.03.2009,,19.03.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12854
123456789/12855,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC025,Corrispondeza miscellanea No. 4 - Muhtelif konularda yazışmalar No.4,,,,Open Access,Le corrispondanze con la maggior parte sono con il Ministero di Marina - Yazışmaların çoğu Denizcilik Bakanlığı iledir.,,,217 Ordini-217 Kayıt.,,,1878-10-18; 1878-04-14,SALT Research,İtalyanca - Italian,Defter - Register,22-27 cm; Handwritten,487,,,45178,UMITS,,19.03.2009,,19.03.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12855
123456789/12856,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC046,Corrispondanze registro unico No.5 delle risposte del Consolato di Costantinopoli alle domande delle autorità sia Italiane sia Turche - Konsolosluğun gerek İtalyan gerek Türk makamların sorularına ilettiği cevapları içeren tek defter No.5,,,,Open Access,,,,498 Ordini-498 Kayıt.,,,1888-11-24; 1889-01-25,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,500,,,45199,Ümit Servi,,12.05.2009,,12.05.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12856
123456789/12857,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC053,"Corrispondanze registro unico con i ministeri, con le autorità locali Turche e Italiane e con le varie societa Italiane situate a Costantinopoli - Bakanlıklar, yerel Türk ve İtalyan makamlar ve İstanbul'da bulunan İtalyan cemiyetleriyle yazışmaları içeren tek defter.",,,,Open Access,,,,360 Ordini-360 Kayıt.,,,1891-10-23; 1892-01-13,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,497,,,45206,Ümit Servi,,02.06.2009,,02.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12857
123456789/12858,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC057,"Corrispondanze registro unico con i ministeri, con le autorità locali Turche e Italiane e con le varie societa Italiane situate a Costantinopoli - Bakanlıklar, yerel Türk ve İtalyan makamlar ve İstanbul'da bulunan İtalyan cemiyetleriyle yazışmaları içeren tek defter.",,,,Open Access,,,,354 Ordini-354 Kayıt,,,1892-05-09; 1892-08-03,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,496,,,45210,Ümit Servi,,03.06.2009,,03.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12858
123456789/12859,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC060,"Corrispondanze registro unico con i ministeri, con le autorità locali Turche e Italiane e con le varie societa Italiane situate a Costantinopoli - Bakanlıklar, yerel Türk ve İtalyan makamlar ve İstanbul'da bulunan İtalyan cemiyetleriyle yazışmaları içeren tek defter.",,,,Open Access,,,,432 Ordini pero mancano gli ordini tra 1140 - 1143 - 432 kayıt ancak 1140 - 1143 kayıtlar arası eksik.,,,1894-06-26; 1894-09-22,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,499,,,45213,Ümit Servi,,03.06.2009,,03.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12859
123456789/12860,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC061,"Corrispondanze registro unico con i ministeri, con le autorità locali Turche e Italiane e con le varie societa Italiane situate a Costantinopoli - Bakanlıklar, yerel Türk ve İtalyan makamlar ve İstanbul'da bulunan İtalyan cemiyetleriyle yazışmaları içeren tek defter.",,,,Open Access,,,,185 Ordini-185 Kayıt/ Con l'indice - İndeks ile,,,1895-03-02; 1895-07-24,SALT Research,İtalyanca - Italian; Fransızca - French,Defter - Register,22-27 cm; Handwritten,490,,,45214,Ümit Servi,,03.06.2009,,03.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12860
123456789/12861,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC064,Copia lettera No.1 delle corrispondanze appartenenti alla Societa Italiana di Esportazione (SIET) fatte il Consolato di Costantinopoli - İtalyan İhracat Derneği'ne ilişkin İtalyan Konsolosluğu ile yapılan yazışmalara ait suret defteri No.1,,,,Open Access,,,,Con l'indice - İndeks ile,,,1909-06-15; 1909-07-06,SALT Research,İtalyanca - Italian,Defter - Register,22-27 cm; Handwritten,271,,,45217,Hilal Aktaş,,24.06.2009,,24.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12861
123456789/12862,"City, Society, and Economy / Institutions / Italian Embassy / Consulate / Correspondence",ITCNC074,Le corrispondanze appartenenti alla ditta G. Sylvestrides - Sylvestrides Firması'na ait yazışmalar,,,,Open Access,,,,Con l'ındice-indeks ile. Non ha la coperta-cildi yok.,,,1920-03-11; 1920-11-24,SALT Research,İtalyanca - Italian; Yunanca - Greek,Defter - Register,22-27 cm; Handwritten,513,,,45227,Hilal Aktaş,,24.06.2009,,24.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12862
